0.015851,900,1,81
0.015851,1500,1,81
0.015851,900,1,81
0.015851,1800,1,81
0.015851,1500,1,81
0.015851,1200,1,81
0.015851,900,1,81
0.015851,1200,1,81
0.015851,2100,1,81
0.015851,1200,1,81
0.015851,1200,1,81
0.015851,1200,1,81
0.015851,1200,1,81
0.015851,1800,1,81
0.015851,900,1,81
0.015851,1500,1,81
0.015851,1200,1,81
0.015851,1200,1,81
0.015851,1200,1,81
0.015851,1500,1,81
0.0051701,1200,1,105
0.0051701,1500,1,105
0.0051701,1500,1,105
0.0051701,1500,1,105
0.0051701,1500,1,105
0.0051701,2100,1,105
0.0051701,1800,1,105
0.0051701,900,1,105
0.0051701,1500,1,105
0.0051701,1800,1,105
0.0051701,600,1,105
0.0051701,1500,1,105
0.0051701,1800,1,105
0.0051701,1500,1,105
0.0051701,1500,1,105
0.0051701,1800,1,105
0.0051701,1800,1,105
0.0051701,1800,1,105
0.0051701,900,1,105
0.0051701,1500,1,105
0.040395,3000,1,233
0.0088784,2700,1,233
0.011273,2100,1,233
0.014773,2100,1,233
0.014773,2700,1,233
0.040395,2700,1,233
0.014754,2100,1,233
0.0088784,2700,1,233
0.011273,2100,1,233
0.039934,3000,1,233
0.014404,1800,1,233
0.042329,2700,1,233
0.037908,2700,1,233
0.010094,3000,1,233
0.040229,1500,1,233
0.040229,3000,1,233
0.0088784,2700,1,233
0.039934,3000,1,233
0.040708,3000,1,233
0.014404,2400,1,233
0.10826,3300,1,400
0.10827,2700,1,400
0.11857,2700,1,400
0.095894,2700,1,400
0.10805,3300,1,400
0.12161,2100,1,400
0.12066,2400,1,400
0.13217,3000,1,400
0.095894,3000,1,400
0.10829,2700,1,400
0.15713,2100,1,400
0.095894,2100,1,400
0.095894,3000,1,400
0.0699,1800,1,400
0.12164,2400,1,400
0.15483,3300,1,400
0.095894,2400,1,400
0.11857,3000,1,400
0.095894,3300,1,400
0.11279,2100,1,400
0.44941,13500,1,791
0.44003,1800,1,791
0.30332,1200,1,791
0.34884,1500,1,791
0.39498,1800,1,791
0.36129,2400,1,791
0.40098,2100,1,791
0.43025,11700,1,791
0.36129,3300,1,791
0.42866,2700,1,791
0.36128,3000,1,791
0.39488,3600,1,791
0.27844,2400,1,791
0.30746,2700,1,791
0.36128,2100,1,791
0.35926,3600,1,791
0.36128,2400,1,791
0.35926,2400,1,791
0.35926,2100,1,791
0.40096,3000,1,791
0.56765,2700,1,1430
0.33065,4500,1,1430
0.54136,3000,1,1430
0.58245,3000,1,1430
0.35283,4500,1,1430
0.35472,15300,1,1430
0.33069,1800,1,1430
0.58565,2400,1,1430
0.33069,1500,1,1430
0.33069,1200,1,1430
0.33069,3000,1,1430
0.33069,4200,1,1430
0.33062,3000,1,1430
0.33069,2400,1,1430
0.33069,3600,1,1430
0.33069,2400,1,1430
0.33065,3600,1,1430
0.33069,2400,1,1430
0.33069,2400,1,1430
0.33069,2700,1,1430
0.00045725,1500,2,81
0.00045725,900,2,81
0.00015242,14700,2,81
0.00015242,1500,2,81
0.00015242,1500,2,81
0.00015242,2700,2,81
0.00015242,1200,2,81
0.00015242,1800,2,81
0.00015242,3000,2,81
0.00015242,1800,2,81
0.00015242,2700,2,81
0.00015242,2700,2,81
0.00015242,1800,2,81
0.00015242,2400,2,81
0.00015242,2100,2,81
0.00015242,1800,2,81
0.00015242,2700,2,81
0.00015242,1800,2,81
0.00015242,2100,2,81
0.00015242,2100,2,81
0,1500,2,105
0,1200,2,105
0,1200,2,105
0,1200,2,105
0,1200,2,105
0,1500,2,105
0,1500,2,105
0,1200,2,105
0,1200,2,105
0,600,2,105
0,900,2,105
0,1200,2,105
0,600,2,105
0,1500,2,105
0,1500,2,105
0,1200,2,105
0,1200,2,105
0,600,2,105
0,1200,2,105
0,1800,2,105
0.00066312,3600,2,233
0.00062628,3300,2,233
0.00034998,1200,2,233
0.00069996,2100,2,233
0.00084732,2100,2,233
0.00084732,2400,2,233
0.00077364,3600,2,233
0.00081048,2700,2,233
0.00022104,3300,2,233
0.00062628,2100,2,233
0.00081048,2100,2,233
0.00069996,2700,2,233
0.00081048,600,2,233
0.00084732,1800,2,233
0.00077364,3900,2,233
0.00086574,3000,2,233
0.00084732,1500,2,233
0.00081048,2100,2,233
0.00068154,2700,2,233
0.00071838,900,2,233
0.00395,2100,2,400
0.0034375,2400,2,400
0.0029812,3300,2,400
0.0031937,2100,2,400
0.00345,3300,2,400
0.0035562,2700,2,400
0.0029812,3000,2,400
0.0029812,3000,2,400
0.0029812,2700,2,400
0.0033437,2700,2,400
0.0029812,2700,2,400
0.0029812,2700,2,400
0.0029812,3600,2,400
0.0029812,2700,2,400
0.00395,4200,2,400
0.0033437,3000,2,400
0.003975,2400,2,400
0.0031937,2700,2,400
0.0035562,3900,2,400
0.0033437,3300,2,400
0.030324,3000,2,791
0.02609,2400,2,791
0.01997,1800,2,791
0.041077,2700,2,791
0.019654,2700,2,791
0.023416,2100,2,791
0.024431,3000,2,791
0.025376,3300,2,791
0.024425,3000,2,791
0.020312,3000,2,791
0.024557,3300,2,791
0.025213,3600,2,791
0.025081,2700,2,791
0.041077,2400,2,791
0.029502,3000,2,791
0.041077,2100,2,791
0.025081,2100,2,791
0.041077,2400,2,791
0.040991,1800,2,791
0.024431,2100,2,791
0.0032461,2700,2,1430
0.0033175,3300,2,1430
0.0033063,1800,2,1430
0.0026661,4800,2,1430
0.0030016,3000,2,1430
0.0030016,1500,2,1430
0.0030036,2400,2,1430
0.0032461,2700,2,1430
0.0032461,2100,2,1430
0.0030016,2700,2,1430
0.0030036,2100,2,1430
0.0030036,5400,2,1430
0.0026163,3900,2,1430
0.0026559,3300,2,1430
0.002961,2100,2,1430
0.0026168,2100,2,1430
0.0032461,3600,2,1430
0.0033014,3000,2,1430
0.0034246,2700,2,1430
0.0032461,1800,2,1430
0,600,3,81
0,600,3,81
0,600,3,81
0,600,3,81
0,600,3,81
0,600,3,81
0,600,3,81
0,600,3,81
0,600,3,81
0,600,3,81
0,600,3,81
0,600,3,81
0,600,3,81
0,600,3,81
0,600,3,81
0,600,3,81
0,600,3,81
0,600,3,81
0,600,3,81
0,600,3,81
0,600,3,105
0,600,3,105
0,600,3,105
0,600,3,105
0,600,3,105
0,600,3,105
0,600,3,105
0,600,3,105
0,600,3,105
0,600,3,105
0,600,3,105
0,600,3,105
0,600,3,105
0,600,3,105
0,600,3,105
0,600,3,105
0,600,3,105
0,600,3,105
0,600,3,105
0,600,3,105
0,600,3,233
0,600,3,233
0,600,3,233
0,600,3,233
0,600,3,233
0,600,3,233
0,600,3,233
0,600,3,233
0,600,3,233
0,600,3,233
0,600,3,233
0,600,3,233
0,600,3,233
0,600,3,233
0,600,3,233
0,600,3,233
0,600,3,233
0,600,3,233
0,600,3,233
0,600,3,233
0.000125,2100,3,400
0.000125,3000,3,400
7.50E-05,2100,3,400
0.000125,1200,3,400
0.000125,2700,3,400
7.50E-05,3300,3,400
0.0001125,2400,3,400
6.25E-05,3600,3,400
0.00011875,3300,3,400
6.88E-05,3300,3,400
0.00014375,3300,3,400
7.50E-05,2700,3,400
0.000125,1500,3,400
0.000125,1800,3,400
0.000125,1800,3,400
0.0001125,2700,3,400
6.25E-05,3600,3,400
7.50E-05,3000,3,400
6.25E-05,2700,3,400
0.00011875,3000,3,400
0.002904,2700,3,791
0.0029632,1800,3,791
0.0030255,1800,3,791
0.0023574,2100,3,791
0.0020506,2400,3,791
0.002554,3300,3,791
0.0022503,2400,3,791
0.0023574,1200,3,791
0.002904,2700,3,791
0.002904,3300,3,791
0.0029328,1500,3,791
0.0029472,3300,3,791
0.0022519,3300,3,791
0.0030127,900,3,791
0.0030191,2100,3,791
0.0023574,3900,3,791
0.0022519,2100,3,791
0.0030127,1500,3,791
0.002904,3000,3,791
0.0023574,600,3,791
0.00013644,4200,3,1430
0.00013888,2700,3,1430
0.00014328,2100,3,1430
3.96E-05,3600,3,1430
0.00011345,3000,3,1430
3.96E-05,3900,3,1430
0.00013742,3300,3,1430
0.00017703,3000,3,1430
0.00017654,3000,3,1430
3.96E-05,2700,3,1430
0.00017507,3900,3,1430
0.00013693,3000,3,1430
0.00013693,2400,3,1430
0.00013595,3600,3,1430
0.00012666,3300,3,1430
0.00017654,3000,3,1430
0.00011932,3000,3,1430
0.00011345,3000,3,1430
0.00013644,2100,3,1430
0.00014475,2700,3,1430